altitude_km,velocity_ms,alpha_deg,Twall_K
112.8678131854332,4063.0928364057854,6.476093472005907,421.21052788376255
57.8717467956337,9650.568811795143,11.015924019867311,328.8557427788922
79.76156591019733,7516.157661449103,6.641946798384495,532.2929400446055
54.1068404639758,7320.80222902368,18.903772386744848,1143.091045112861
69.13362456389525,7641.844264024236,4.211491255200494,369.47334240351177
117.37257367797439,7355.0610607436365,13.401953465040341,800.4275155147112
40.266484950877874,5328.791763483454,17.635551933084862,915.8247849368512
68.35371315237973,5200.728857757676,3.0170158562728124,1004.1299610702631
92.90225239255855,6164.689273525853,5.768696279248279,1191.2421145636629
106.46102354839937,9942.233551721394,1.8515393767299408,389.32074402126995
86.86885442433831,8417.237508758652,12.953315659866519,1118.750533434472
113.45032205958144,3727.888831658408,10.307501441397989,1206.8466875842792
30.695251348807506,5236.739108715783,6.120006119834992,1151.970550920996
104.76392268674935,9214.486813346186,2.2863223080915778,404.87708387591215
66.46232526733849,7163.396038761099,9.124013533458156,1407.5418797058562
117.09947911146286,4505.67442185666,14.895650926234588,984.9400045703358
80.80958450399983,7443.749813984647,19.229386189283638,622.7841996077495
59.39075464962962,4109.809927584578,11.25236102181203,342.36588542510145
67.24397907801955,8851.208078663141,0.06277981722072892,702.874464431912
71.91192187267,6017.888614656373,19.36286452317725,768.8644071635744
33.40070593790178,9687.184306566398,16.545731974355597,899.3321083203692
77.99318637805985,9087.898883248567,18.15184270996024,1350.1524910789944
53.951618466289915,5974.975621914255,15.523179193152455,1129.214718499689
116.26615311732779,7097.776171391082,10.379899194056808,661.4788696275243
39.49145621683398,3697.9548352159577,6.192132939858633,736.1524093418019
103.22742579278771,8257.006833544416,7.115608669236032,376.1232944906091
30.36637472881026,9539.939228919622,5.103375899857081,570.9110337526193
92.07108271135395,8905.605944080642,19.902948247344426,835.1905465408191
47.00821301275481,5133.1515433913555,7.054881814470717,824.5735428636305
31.872444141049435,5806.5458643611455,15.837860464014993,565.4907646371903
81.12477060932616,3078.170245963721,4.861037045257341,706.3367703913175
71.68751574784143,5718.4735475509615,14.978009252511148,1183.4219032445358
37.46897910968323,3639.6216266491865,13.721960468764207,1496.2995195264928
107.82568165808988,9011.90637122752,5.293938967234572,483.90878451588117
110.71243223602755,5602.079586471333,13.347817651516646,1327.6690800003103
35.85400250074855,9428.550170131728,3.0708115696683347,857.7130877904957
35.257953179682914,3203.770567861189,13.177895400177164,1201.917310390114
37.96832656190848,8739.495718136126,6.944913871720376,508.41535691264096
83.95792527330042,5787.072489984089,3.192761617257637,1041.3110396278407
31.115629864848298,9564.613471857188,1.4848670257142076,1392.9254100323294
47.667677716213234,5498.626390280123,16.38465240060701,1371.8503497752952
54.433544259182554,5698.011813376543,9.678014017124507,944.7669941117427
69.80485833215317,4634.432347448373,19.513938810790663,933.9397714830732
44.62321047282972,3841.4923166988574,14.722359478827867,491.8203575224307
84.16947088199909,7270.177903505364,11.54055484891634,637.0055679221722
111.03276225273645,6805.81957840705,10.832076109307572,1066.7362837926767
