altitude_km,velocity_ms,alpha_deg,Twall_K,ood_source
131.99597955030106,10869.575697351293,12.3253893602053,701.1125451145515,high_altitude
136.5900645720206,11202.643041842119,7.1421421847539115,317.81954187004413,high_altitude
135.3549843162994,11949.161832665048,16.71303833488022,970.1645846543827,high_altitude
130.79370777423765,12884.076695746759,15.819818845067129,1085.9994020228555,high_altitude
137.04251353927356,10801.842982013606,3.4835671941333937,458.3773103844138,high_altitude
144.13422960274363,12524.784071111835,2.3651649194318516,384.4056843798992,high_altitude
126.04326664562262,10948.036683698163,19.60974685633073,1316.0347302296457,high_altitude
141.8962095632381,11374.059834882928,10.537546830886743,1177.2413047115544,high_altitude
133.49863620536564,11742.067263553261,19.25791375558922,1248.7765666816115,high_altitude
141.27165576527466,11471.398122755496,18.14810051199881,1461.3845815000586,high_altitude
139.44543999250848,12313.642989088159,8.874779128983159,637.0933669870076,high_altitude
134.48696189601185,12031.923688457244,16.48032101484172,343.5557473181371,high_altitude
132.61804235920522,12690.140789505156,5.551750211691679,589.2082340880829,high_altitude
140.49839607000067,12465.808009085124,3.3080493410989025,1000.600999549535,high_altitude
129.73643441009222,12987.954087277652,13.478658399057634,1393.7853646989781,high_altitude
143.19621117474247,12815.157939080873,11.28311310151399,929.2887143943481,high_altitude
138.5845112596816,11634.284862768061,9.830135525478727,804.1175795777733,high_altitude
144.51473971844607,12228.706894841373,14.970188446186354,883.7444844654327,high_altitude
129.00461992897147,11512.17852918975,1.5183281894612128,1037.9750925449625,high_altitude
142.7344909161178,11860.183246695442,17.438553960318522,1294.400341479882,high_altitude
136.30673548674503,11045.031815429646,7.820193901190423,1424.5936946400325,high_altitude
134.1574446611088,12590.575213073147,0.9993011200262746,1106.5999317406033,high_altitude
128.69790502648652,10690.320890213567,12.681360493406578,533.356969405407,high_altitude
128.16132800347242,12123.698295202574,14.414323503665136,827.9387728011322,high_altitude
126.38437568674253,11785.614450115814,11.911528262706925,684.9384988675405,high_altitude
125.46303031677664,10612.920423413972,8.49733724180965,1376.5986388965678,high_altitude
131.3263293785415,11310.011629376833,4.335141391347462,486.16791869011774,high_altitude
139.8232557749773,10561.793547172267,0.17945401168707042,575.400817519751,high_altitude
127.14636095478446,12333.56561017619,5.145669291209996,1180.0125076358438,high_altitude
137.91870906891012,11119.150330579132,6.496254274408723,753.1932960689733,high_altitude
18.902429413113317,3382.801758886966,8.810129725353349,1276.3488725908235,low_altitude
24.380258577908613,7451.36400650132,2.0871123035476202,645.4344629483791,low_altitude
17.61698801739917,3180.9443228284695,18.79633608804792,992.7641507487662,low_altitude
21.10166166989039,3926.145390204764,17.403467864611468,757.054699047413,low_altitude
11.652804770152988,6183.9082246498565,0.23201798702639662,966.1188630154929,low_altitude
28.045199391505523,9680.115002700928,6.629864764035194,369.983631986812,low_altitude
23.400723409135026,4209.097303254087,0.888449715842754,721.1764963560767,low_altitude
27.119098487946758,9103.93915740476,5.83662169249763,517.2981164245118,low_altitude
28.394564210064203,3516.689234928144,12.420433146845406,321.2030533623463,low_altitude
26.138709676052926,5122.891539604407,12.857136302923971,844.0744830594634,low_altitude
13.507373811876448,6478.461045250086,7.00531002813117,890.839105447336,low_altitude
25.14101638229498,8578.702075294896,14.522783026981898,912.0349443610476,low_altitude
22.553183957550125,8700.709663062356,9.598253960879113,1341.3493829283734,low_altitude
16.04314009618696,5619.2769607232185,7.976737119561783,674.2157352527328,low_altitude
11.912474558121653,5555.6106811825475,10.72823345243242,1213.7688654079097,low_altitude
22.872342484993077,9060.7684850418,17.292356272332338,814.6121337524456,low_altitude
21.462495459764895,3983.9925809669817,19.558807770863233,1114.0217263165446,low_altitude
